"","extractors_first_name","extractors_last_name","preprint_id","preprint_doi","preprint_title","submitting_author","submitting_author_country","submitting_author_first_publication_year","type_of_preprint","taxa_being_studied","data_link_preprint","code_link_preprint","number_of_citations_preprint","pci_recommendation_preprint","publication_doi","publication_journal","publication_date","publication_title_changed","number_of_citations_article","data_link_article","code_link_article","publisher_doi","preprint_published_date","current_version","total_authors","time_between_preprint_and_pub_days","postprint","plants","algi","fungi","microorganisms","invertebrates","vertebrates","data_link_preprint_cleaned","code_link_preprint_cleaned","data_link_article_cleaned","code_link_article_cleaned"
"185","dena","clink",5943,"https://doi.org/10.32942/x2kc7b","plant mutations, beyond the clichés","thibault leroy","france",2002,"opinion","plants",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"186","dena","clink",5954,"https://doi.org/10.32942/x2fp42","time of naturalization is key to explaining non-native plant invasions on islands","fabio mologni","canada",2021,"research article","plants","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"no","no","not applicable","not applicable"
"187","dena","clink",5903,"https://doi.org/10.32942/x2659m","candy darter: background, threats, and conservation for an endangered fish","isaac j vandiest","united states of america",NA,"report","vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"no","no","not applicable","not applicable"
"188","dena","clink",5958,"https://doi.org/10.32942/x2xp4d","kf-metaweb: a trophic metaweb of freshwater ecosystems of south korea","sagar adhurya","korea",2014,"research article","algi, microorganisms, invertebrates, vertebrates","https://doi.org/10.6084/m9.figshare.24037764","https://doi.org/10.6084/m9.figshare.24037764",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,1,0,1,1,1,"yes","yes","not applicable","not applicable"
"189","dena","clink",5959,"https://doi.org/10.32942/x22c82","invasion trends: an interpretable measure of change is needed to support policy targets","melodie a. mcgeoch","australia",1991,"research article","is focused on invasive species broadly.","none","none",0,"no","https://doi.org/10.1111/conl.12981","conservation letters","2023-10-10","no",0,"none","none",NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"no","no","no","no"
"190","quentin","corbel",4037,"https://doi.org/10.32942/osf.io/nt3as","deep learning as a tool for ecology and evolution","marek l. borowiec","united states of america",2005,"methods papers","method paper on deep learning: no taxa is the focus","https://docs.google.com/spreadsheets/d/1icupu8wmqd9b7gxi73dvm6147bnoqvnhzllmxusxx3k/edit?usp=sharing","https://colab.research.google.com/drive/17alpwgw_qw9cpmrmq8n4qtkoenbj6do5?usp=sharing",NA,"no","https://doi.org/10.1111/2041-210x.13901","methods in ecology and evolution","2022-05-30","no",59,"https://doi.org/10.5281/zenodo.6608763","https://colab.research.google.com/drive/17alpwgw_qw9cpmrmq8n4qtkoenbj6do5","https://doi.org/10.1111/2041-210X.13901",2021-06-26,1,6,338,"preprint",0,0,0,0,0,0,"no","no","yes","no"
"191","quentin","corbel",4036,"https://doi.org/10.32942/osf.io/f7crk","aboveground carbon stocks in madagascar’s vanilla production landscape – exploring rehabilitation through agroforestry in the light of land-use history","marie rolande soazafy","germany",NA,"research article","plants, they study carbon stocks in fuction of forest type cover, so i am not sure plant really can be considered the focus of the study","https://osf.io/8vbja/?view_only=60ea04b490f24b8f9d12425595dbd829","https://osf.io/8vbja/?view_only=60ea04b490f24b8f9d12425595dbd829",NA,"no","https://doi.org/10.1016/j.gecco.2021.e01853","global ecology and conservation","2021-10-01","no",7,"https://osf.io/8vbja/?view_only=60ea04b490f24b8f9d12425595dbd829","https://osf.io/8vbja/?view_only=60ea04b490f24b8f9d12425595dbd829","https://doi.org/10.1016/j.gecco.2021.e01853",2021-06-28,1,7,95,"preprint",1,0,0,0,0,0,"yes","yes","yes","yes"
"192","quentin","corbel",4034,"https://doi.org/10.32942/osf.io/jw7rn","green anole lizards (anolis carolinensis) deposit eggs in nests of the trap jaw ant, odontomachus brunneus","christina l. kwapich","united states of america",2012,"report","vertebrates",NA,NA,NA,"no","https://doi.org/10.1656/058.020.0409","southeastern naturalist","2021-12-21","no",2,NA,NA,NA,2021-06-29,4,1,175,"preprint",0,0,0,0,0,1,"not applicable","not applicable","not applicable","not applicable"
"193","quentin","corbel",4035,"https://doi.org/10.32942/osf.io/9zt4a","a review of the heterogeneous landscape of biodiversity databases: opportunities and challenges for a synthesized biodiversity knowledge base","xiao feng","united states of america",2015,"reviews and meta-analyses","review on biodiversity databases, although a stronger focus on plant and vertebrates must be acknowledged",NA,NA,NA,"no","https://doi.org/10.1111/geb.13497","global ecology and biogeography","2022-02-18","no",24,NA,NA,"https://doi.org/10.1111/geb.13497",2021-06-29,2,10,234,"preprint",1,0,0,0,0,1,"not applicable","not applicable","not applicable","not applicable"
"194","quentin","corbel",4033,"https://doi.org/10.32942/osf.io/9pyb3","from meta-system theory to the sustainable management of rivers in the anthropocene","núria cid","france",2008,"opinion","opinion paper studying diversity and what measures should be undertaken to preserve it",NA,NA,NA,"no","https://esajournals.onlinelibrary.wiley.com/doi/10.1002/fee.2417","frontiers in ecology and the environment","2021-10-05","no",37,NA,NA,"https://doi.org/10.1002/fee.2417",2021-06-30,1,10,97,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"195","quentin","corbel",4031,"https://doi.org/10.32942/osf.io/vhbpj","temperature dynamics in klamath river off-channel floodplain restoration sites depend on location within the watershed","jessie a moravek","united states of america",2019,"research article","they study temperature dynamics of different bodies of water","none","none",0,"yes",NA,NA,NA,NA,NA,NA,NA,NA,2021-07-01,1,4,NA,"preprint",0,0,0,0,0,0,"no","no","not applicable","not applicable"
"196","quentin","corbel",4032,"https://doi.org/10.32942/osf.io/xpnyw","the dynamics of dominance: open questions, challenges, and solutions","eli strauss","germany",2010,"reviews and meta-analyses","across species review",NA,NA,NA,"no","https://doi.org/10.1098/rstb.2020.0445","philosophical transactions of the royal society b: biological sciences","2022-01-10","no",24,NA,NA,"https://doi.org/10.1098/rstb.2020.0445",2021-07-01,3,2,193,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"197","quentin","corbel",4030,"https://doi.org/10.32942/osf.io/cyugz","invasive goby larvae: first evidence as stowaways in small watercraft motors.","karen bussmann","switzerland",1984,"research article","vertebrates","none","none",1,"no","https://www.reabic.net/journals/mbi/2022/1/mbi_2022_bussmann_etal.pdf","management of biological invasions","2021-12-12","no",1,"none","none","https://doi.org/10.3391/mbi.2022.13.1.11",2021-07-02,3,3,163,"preprint",0,0,0,0,0,1,"no","no","no","no"
"198","quentin","corbel",4028,"https://doi.org/10.32942/osf.io/g6c3j","plant herbivore protection by arbuscular mycorrhizas: a role for fungal diversity?","adam frew","australia",2013,"reviews and meta-analyses","plants, fungi",NA,NA,NA,"no","https://doi.org/10.1111/nph.17781","new phytologist","2021-10-07","no",32,NA,NA,"https://doi.org/10.1111/nph.17781",2021-07-03,1,7,96,"preprint",1,0,1,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"199","quentin","corbel",4029,"https://doi.org/10.32942/osf.io/97fpb","re-examining extreme sleep duration in bats: implications for sleep phylogeny, ecology and function","christian david harding","united kingdom",NA,"reviews and meta-analyses","vertebrates",NA,NA,NA,"no","https://doi.org/10.1093/sleep/zsac064","sleep","2022-03-13","no",5,NA,NA,"https://doi.org/10.1093/sleep/zsac064",2021-07-03,3,5,253,"preprint",0,0,0,0,0,1,"not applicable","not applicable","not applicable","not applicable"
"200","quentin","corbel",4025,"https://doi.org/10.32942/osf.io/kp2gd","impact of developmental temperatures on the repeatability of thermal plasticity in metabolic rate","fonti kar","australia",NA,"research article","vertebrates","https://bit.ly/38iztsp","https://bit.ly/38iztsp",NA,"no","https://doi.org/10.1007/s10682-022-10160-1","evolutionary ecology","2022-03-01","no",4,"https://bit.ly/38iztsp","https://bit.ly/38iztsp","https://doi.org/10.1007/s10682-022-10160-1",2021-07-05,4,3,239,"preprint",0,0,0,0,0,1,"no","no","no","no"
"201","quentin","corbel",4026,"https://doi.org/10.32942/osf.io/23wq7","autocorrelation-informed home range estimation:  a review and practical guide","inês silva","germany",2004,"reviews and meta-analyses","it's a review of tracking methods and home range estimates, does not really apply to any taxa in particular",NA,"https://github.com/ecoisilva/akde_minireview",NA,"no","https://doi.org/10.1111/2041-210x.13786","methods in ecology and evolution","2021-12-10","no",50,NA,"https://github.com/ecoisilva/akde_minireview","https://doi.org/10.1111/2041-210X.13786",2021-07-05,2,7,158,"preprint",0,0,0,0,0,0,"not applicable","yes","not applicable","yes"
"202","quentin","corbel",4027,"https://doi.org/10.32942/osf.io/68as7","flotsam and jetsam: a global review of the role of inputs of marine organic matter in sandy beach ecosystems","glenn a. hyndes","australia",1992,"reviews and meta-analyses","review of the role of wracks for diversity and community assemblage","none","none",4,"no","https://doi.org/10.1111/brv.12886","biological reviews","2022-08-11","yes",29,"none","none",NA,2021-07-05,1,10,402,"preprint",0,0,0,0,0,0,"no","no","no","no"
"203","quentin","corbel",4022,"https://doi.org/10.32942/osf.io/tvk5b","explaining preemptive acclimation by linking information to plant phenotype","pedro josé aphalo","finland",1986,"reviews and meta-analyses","plants","none","none",NA,"no","https://doi.org/10.1093/jxb/erab537","journal of experimental botany","2021-12-16","no",10,"none","none","https://doi.org/10.1093/jxb/erab537",2021-07-07,3,2,162,"preprint",1,0,0,0,0,0,"no","no","no","no"
"204","quentin","corbel",4023,"https://doi.org/10.32942/osf.io/uyqd3","dataset of seized wildlife and their intended uses","oliver c. stringham","australia",2015,"other","dataset of seized wildlife, there is a whole range of taxa here","https://figshare.com/articles/dataset/dataset_of_seized_wildlife_and_their_intended_uses/14914773",NA,NA,"no","https://doi.org/10.1016/j.dib.2021.107531","data in brief","2021-10-30","no",3,"https://figshare.com/articles/dataset/dataset_of_seized_wildlife_and_their_intended_uses/14914773",NA,"https://doi.org/10.1016/j.dib.2021.107531",2021-07-07,3,10,115,"preprint",0,0,0,0,0,0,"no","not applicable","no","not applicable"
"205","quentin","corbel",4024,"https://doi.org/10.32942/osf.io/mn52e","existing indicators do not adequately monitor progress towards meeting invasive alien species targets","joana raquel silva vicente","portugal",2006,"reviews and meta-analyses","review on invasive alien species with no particular foxus on any taxa","none","none",3,"no","https://doi.org/10.1111/conl.12918","conservation letters","2022-08-30","no",1,"https://conbio.onlinelibrary.wiley.com/doi/10.1111/conl.12918","none","https://doi.org/10.1111/conl.12918",2021-07-07,2,7,419,"preprint",0,0,0,0,0,0,"no","no","yes","no"
"206","quentin","corbel",4021,"https://doi.org/10.32942/osf.io/umvae","strategies for managing marine disease","caroline kate glidden","united states of america",2018,"reviews and meta-analyses","invertebrates, vertebrates, overall marine wildlife susceptible to diseases (includes vertebrates, invertebrates, but also algae)",NA,NA,1,"no","https://doi.org/10.1002/eap.2643","ecological applications","2022-04-26","no",2,NA,NA,"https://doi.org/10.1002/eap.2643",2021-07-10,2,10,290,"preprint",0,0,0,0,1,1,"not applicable","not applicable","not applicable","not applicable"
"207","quentin","corbel",4020,"https://doi.org/10.32942/osf.io/fmw37","what do we mean by multicellularity? the evolutionary transitions framework provides answers","katrin hammerschmidt","germany",2005,"opinion","it is an opinion paper on the evolution of multicellularity, so taxa being the focus",NA,NA,NA,"no","https://doi.org/10.3389/fevo.2021.730714","frontiers in ecology and evolution","2021-11-19","no",18,NA,NA,"https://doi.org/10.3389/fevo.2021.730714",2021-07-11,1,2,131,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"208","quentin","corbel",4019,"https://doi.org/10.32942/osf.io/m4st9","the ecology of wealth inequality in animal societies","eli strauss","germany",2010,"reviews and meta-analyses","invertebrates, vertebrates",NA,NA,0,"no","https://doi.org/10.1098/rspb.2022.0500","proceedings of the royal society b: biological sciences","2022-05-04","yes",9,NA,NA,"https://doi.org/10.1098/rspb.2022.0500",2021-07-14,2,2,294,"preprint",0,0,0,0,1,1,"not applicable","not applicable","not applicable","not applicable"
"209","quentin","corbel",4018,"https://doi.org/10.32942/osf.io/4hgkb","quantifying the dynamics of nearly 100 years of dominance hierarchy research","elizabeth a. hobson","united states of america",2008,"research article","no specific taxa being the focus, it's about past litterature on hierarchy, so i assume only animals?","none","none",NA,"no","https://doi.org/10.1098/rstb.2020.0433","philosophical transactions of the royal society b: biological sciences","2022-12-10","no",12,"https://doi.org/10.5281/zenodo.5736801","https://doi.org/10.5281/zenodo.5736801","https://doi.org/10.1098/rstb.2020.0433",2021-07-19,2,1,509,"preprint",0,0,0,0,0,0,"no","no","yes","yes"
"210","quentin","corbel",4017,"https://doi.org/10.32942/osf.io/p3zft","roadkill in a time of pandemic: the analysis of wildlife-vehicle collisions reveals the differential impact of covid-19 lockdown over mammal assemblages","jacopo cerri","slovenia",2015,"research article","vertebrates","https://osf.io/ak3vt/","https://osf.io/ak3vt/",6,"no","https://doi.org/10.1111/1365-2664.14140","journal of applied ecology","2022-02-11","yes",25,"https://osf.io/ak3vt/","https://osf.io/ak3vt/","https://doi.org/10.1111/1365-2664.14140",2021-07-20,2,3,206,"preprint",0,0,0,0,0,1,"yes","yes","yes","yes"
"211","quentin","corbel",4016,"https://doi.org/10.32942/osf.io/t7h69","cryogenian glacial habitats as a plant terrestrialisation cradle – the origin of the anydrophytes and zygnematophyceae split","jakub dan zarsky","czechia",2012,"opinion","plants",NA,NA,NA,"no","https://doi.org/10.3389/fpls.2021.735020","frontiers in plant science","2022-02-27","yes",13,NA,NA,"https://doi.org/10.3389/fpls.2021.735020",2021-07-21,2,4,221,"preprint",1,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"212","quentin","corbel",4014,"https://doi.org/10.32942/osf.io/g7scw","richard lewontin (1929-2021): evolutionary biology’s great disrupter","stuart a. newman","united states of america",1970,"other","obituary",NA,NA,NA,"no","https://doi.org/10.1080/10455752.2021.1959858","capitalism nature socialism","2021-08-06","no",1,NA,NA,"https://doi.org/10.1080/10455752.2021.1959858",2021-07-24,1,1,13,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"213","quentin","corbel",4015,"https://doi.org/10.32942/osf.io/wj8p7","day and night camera trap video is effective for identifying wild asian elephants","joshua m plotnik","united states of america",2003,"research article","vertebrates","https://osf.io/mre6b/?view_only=34f81265154847c5ba8c7358414fa757","none",2,"no","https://doi.org/10.7717/peerj.15130","peerj","2023-03-28","yes",1,"https://peerj.com/articles/15130/#supplemental-information","none",NA,2021-07-24,1,4,612,"preprint",0,0,0,0,0,1,"yes","no","no","no"
"214","quentin","corbel",4013,"https://doi.org/10.32942/osf.io/db4s7","representation of global change drivers across biodiversity datasets","gergana n. daskalova","united kingdom",2019,"reviews and meta-analyses","diversity index study","(github.com/gndaskalova/globalchangespace","(https://github.com/gndaskalova/globalchangespace",4,"no",NA,NA,NA,NA,NA,NA,NA,NA,2021-07-27,1,4,NA,"preprint",0,0,0,0,0,0,"yes","yes","not applicable","not applicable"
"215","ricardo","correia",4546,"https://doi.org/10.32942/osf.io/ajyqg","questionable research practices in ecology and evolution","hannah fraser","australia",2015,"research article","none","none","none",0,"no","https://doi.org/10.1371/journal.pone.0200303","plos one","2018-07-16","no",232,"https://osf.io/qxt3u/","https://osf.io/qxt3u/","https://doi.org/10.1371/journal.pone.0200303",2018-03-21,1,5,117,"preprint",0,0,0,0,0,0,"no","no","yes","yes"
"216","ricardo","correia",4543,"https://doi.org/10.32942/osf.io/ga2qz","research weaving: visualizing the future of research synthesis","shinichi nakagawa","australia",2001,"opinion","none",NA,NA,5,"no","https://doi.org/10.1016/j.tree.2018.11.007","trends in ecology and evolution","2018-12-20","no",147,NA,NA,"https://doi.org/10.1016/j.tree.2018.11.007",2018-11-10,2,7,40,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"217","ricardo","correia",4538,"https://doi.org/10.32942/osf.io/uz95t","male territorial aggression does not drive conformity to local vocal culture in a passerine bird","timothy h parker","united states of america",1999,"research article","vertebrates","none","none",1,"no","https://doi.org/10.1111/eth.12648","ethology","2017-07-26","no",5,"https://doi.org/10.17605/osf.io/nk6gx","none","https://doi.org/10.1111/eth.12648",2018-12-09,1,4,-501,"postprint",0,0,0,0,0,1,"no","no","yes","no"
"218","ricardo","correia",4510,"https://doi.org/10.32942/osf.io/ze9nv","size-selective harvesting and individual personality in a social fish","valerio sbragaglia","germany",2011,"research article","vertebrates","none","none",0,"no","https://doi.org/10.1002/tafs.10160","transactions of the american fisheries society","2019-03-14","yes",19,"none","none","https://doi.org/10.1002/tafs.10160",2019-02-04,1,9,38,"preprint",0,0,0,0,0,1,"no","no","no","no"
"219","ricardo","correia",4511,"https://doi.org/10.32942/osf.io/9z63v","seeing rare birds where there are none: self-rated expertise predicts correct species identification, but also more false rarities","julia schroeder","united kingdom",2006,"research article","vertebrates","https://osf.io/rv2g9/","https://osf.io/rv2g9/",1,"no",NA,NA,NA,NA,NA,NA,NA,NA,2019-02-04,2,5,NA,"preprint",0,0,0,0,0,1,"yes","yes","not applicable","not applicable"
"220","ricardo","correia",4395,"https://doi.org/10.32942/osf.io/tgu65","re-evaluating “conservation implications of native american impacts”","chelsey geralda armstrong","canada",2015,"comment","none",NA,NA,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,2020-02-11,2,5,NA,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"221","ricardo","correia",4396,"https://doi.org/10.32942/osf.io/s59rh","the evolutionary ecology of age at natural menopause: implications for public health","abigail fraser","united kingdom",2004,"reviews and meta-analyses","vertebrates","none","none",0,"no","https://doi.org/10.1017/ehs.2020.59","evolutionary human sciences","2020-11-13","no",6,"supplementary material","none","https://doi.org/10.1017/ehs.2020.59",2020-02-11,4,4,276,"preprint",0,0,0,0,0,1,"no","no","no","no"
"222","ricardo","correia",4394,"https://doi.org/10.32942/osf.io/wknjq","stableclim, continuous projections of climate stability from 21000 bp to 2100 ce at multiple spatial scales","stuart c brown","australia",2012,"other","none","https://esgf-node.llnl.gov/projects/esgf-llnl/","https://github.com/globalecologylab/esgf_climatedownloads",0,"no","https://doi.org/10.1038/s41597-020-00663-3","scientific data","2020-10-12","no",13,"https://esgf-node.llnl.gov/projects/esgf-llnl/","https://github.com/globalecologylab/esgf_climatedownloads","https://doi.org/10.1038/s41597-020-00663-3",2020-02-22,4,4,233,"preprint",0,0,0,0,0,0,"no","yes","no","yes"
"223","ricardo","correia",4391,"https://doi.org/10.32942/osf.io/agw34","a synthesis of dryland restoration lessons relevant to the san joaquin valley","cj lortie","canada",NA,"reviews and meta-analyses","plants",NA,NA,0,"no","https://islandpress.org/books/rewilding-agricultural-landscapes","rewilding agricultural landscapes: a california study in rebalancing the needs of people and nature","2021-04-08","no",NA,NA,NA,NA,2020-02-29,2,3,404,"preprint",1,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"224","ricardo","correia",4318,"https://doi.org/10.32942/osf.io/tkqz2","function of a multimodal signal: a multiple-hypotheses test using an electromechanical robot","vinicius matheus caldart","united kingdom",2009,"research article","vertebrates","none","none",1,"no","https://doi.org/10.1111/1365-2656.13620","journal of animal ecology","2021-10-24","yes",4,"https://doi.org/10.5061/dryad.41ns1rnfd","none",NA,2020-07-14,1,3,467,"preprint",0,0,0,0,0,1,"no","no","yes","no"
"225","ricardo","correia",4181,"https://doi.org/10.32942/osf.io/tueyb","the three ts of pathogen evolution during zoonotic emergence","elisa visher","united states of america",2016,"reviews and meta-analyses","microorganisms","https://doi.org/10.1098/rstb.2019.0296","none",2,"no","https://doi.org/10.1098/rspb.2021.0900","proceedings of the royal society b: biological sciences","2021-08-11","yes",19,"http://dx.doi.org/10.1098/rstb.2019.0296","https://doi.org/10.6084/m9.figshare.c.5534363",NA,2021-01-20,2,9,203,"preprint",0,0,0,1,0,0,"yes","no","yes","yes"
"226","ricardo","correia",4186,"https://doi.org/10.32942/osf.io/mdua8","hardwood content impacts the parasitoid community associated with eastern spruce budworm (lepidoptera: tortricidae)","christopher j. greyson-gaito","canada",2016,"research article","plants, invertebrates","https://zenodo.org/records/5796227","https://zenodo.org/records/5796227",0,"no","https://doi.org/10.1111/afe.12508","agricultural and forest entomology","2022-05-10","yes",1,"https://doi.org/10.5281/zenodo.4432484","https://doi.org/10.5281/zenodo.4432484","https://doi.org/10.1111/afe.12508",2021-01-12,3,8,483,"preprint",1,0,0,0,1,1,"no","no","yes","yes"
"227","ricardo","correia",4184,"https://doi.org/10.32942/osf.io/txekq","liberating host-virus knowledge from biological dark data","nathan upham","united states of america",2008,"opinion","microorganisms, vertebrates","https://doi.org/10.5281/zenodo.4068958",NA,0,"no","https://doi.org/10.1016/s2542-5196(21)00196-0","the lancet planetary health","2021-09-23","no",12,"https://doi.org/10.5281/zenodo.4068958",NA,"https://doi.org/10.1016/S2542-5196(21)00196-0",2021-01-15,2,10,251,"preprint",0,0,0,1,0,1,"yes","not applicable","yes","not applicable"
"228","ricardo","correia",4185,"https://doi.org/10.32942/osf.io/j4mrk","assembly processes lead to divergent soil fungal communities within and among twelve forest ecosystems along a latitudinal gradient","yong zheng","china",2008,"research article","fungi","https://www.doi.org/10.6084/m9.figshare.13543046","none",0,"no","https://doi.org/10.1111/nph.17457","new phytologist","2021-05-13","yes",21,"https://www.doi.org/10.6084/m9.figshare.13543046","none","https://doi.org/10.1111/nph.17457",2021-01-15,2,10,118,"preprint",0,0,1,0,0,0,"yes","no","yes","no"
"229","ricardo","correia",4182,"https://doi.org/10.32942/osf.io/3jtek","humans as the world’s greatest eco-evolutionary force","zachary wood","united states of america",2015,"research article","vertebrates","none","none",0,"no","https://doi.org/10.1093/biosci/biab010","bioscience","2021-03-31","yes",10,"none","none","https://doi.org/10.1093/biosci/biab010",2021-01-20,1,4,70,"preprint",0,0,0,0,0,1,"no","no","no","no"
"230","ricardo","correia",4183,"https://doi.org/10.32942/osf.io/yxwsz","raczka et al. interactions between microbial diversity and substrate chemistry determine the fate of carbon in soil.","juan piñeiro","united states of america",2013,"research article","microorganisms","none","none",NA,"no","https://doi.org/10.1038/s41598-021-97942-9","scientific reports","2021-09-29","yes",12,"none","none",NA,2021-01-20,1,7,252,"preprint",0,0,0,1,0,0,"no","no","no","no"
"231","ricardo","correia",4180,"https://doi.org/10.32942/osf.io/pf3kq","complex environments alter competitive dynamics in fungi","justin chan","australia",2019,"research article","fungi","none","none",1,"no",NA,NA,NA,NA,NA,NA,NA,NA,2021-01-21,1,5,NA,"preprint",0,0,1,0,0,0,"no","no","not applicable","not applicable"
"232","ricardo","correia",4178,"https://doi.org/10.32942/osf.io/ujky2","consistent replacement of small- by large-ranged plant species across habitats","ingmar staude","germany",2018,"research article","plants","https://figshare.com/s/b37f6167b13ad5da9e9c","https://figshare.com/s/b37f6167b13ad5da9e9c",1,"no","https://doi.org/10.1111/ele.13937","ecology letters","2021-12-05","yes",30,"https://doi.org/10.6084/m9.figshare.12514172.v1","https://doi.org/10.6084/m9.figshare.12514172.v1",NA,2021-01-25,1,10,314,"preprint",1,0,0,0,0,0,"no","no","yes","yes"
"233","ricardo","correia",4179,"https://doi.org/10.32942/osf.io/pzh82","multi-replicated enrichment communities as a model system in microbial ecology","alvaro sanchez","united states of america",2005,"reviews and meta-analyses","microorganisms",NA,NA,0,"no","https://doi.org/10.3389/fmicb.2021.657467","frontiers in microbiology","2021-04-09","no",23,NA,NA,NA,2021-01-25,1,3,74,"preprint",0,0,0,1,0,0,"not applicable","not applicable","not applicable","not applicable"
"234","ricardo","correia",4175,"https://doi.org/10.32942/osf.io/nmqbs","set theory and types of groups in phylogenetics","yegor shɨshkin-skarð","iceland",2018,"reviews and meta-analyses","theoretical study",NA,NA,2,"no",NA,NA,NA,NA,NA,NA,NA,NA,2021-01-27,11,1,NA,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"235","ricardo","correia",4176,"https://doi.org/10.32942/osf.io/2wkxh","evolutionary pathways and trajectories in antibiotic resistance","fernando baquero","spain",1975,"reviews and meta-analyses","microorganisms",NA,NA,0,"no","https://doi.org/10.1128/cmr.00050-19","clinical microbiology reviews","2021-06-30","no",63,NA,NA,"https://doi.org/10.1128/CMR.00050-19",2021-01-27,1,8,154,"preprint",0,0,0,1,0,0,"not applicable","not applicable","not applicable","not applicable"
"236","ricardo","correia",4177,"https://doi.org/10.32942/osf.io/xk57q","soil fungal diversity and community assembly: affected by island size or type?","yong zheng","china",2008,"research article","fungi","none","none",0,"no","https://doi.org/10.1093/femsec/fiab062","fems microbiology ecology","2021-04-23","no",8,"none","none","https://doi.org/10.1093/femsec/fiab062",2021-01-27,2,10,86,"preprint",0,0,1,0,0,0,"no","no","no","no"
"237","ricardo","correia",4174,"https://doi.org/10.32942/osf.io/t42fd","reptile smuggling is predicted by trends in the legal exotic pet trade","oliver c. stringham","australia",2015,"research article","vertebrates","none","none",0,"no","https://doi.org/10.1111/conl.12833","conservation letters","2021-08-17","yes",20,"https://figshare.com/articles/dataset/live_reptile_smuggling_is_predicted_by_trends_in_the_legal_exotic_pet_trade/15001398","https://figshare.com/articles/dataset/live_reptile_smuggling_is_predicted_by_trends_in_the_legal_exotic_pet_trade/15001398","https://doi.org/10.1111/conl.12833",2021-01-28,1,6,201,"preprint",0,0,0,0,0,1,"no","no","no","no"
"238","jordann","crawford-ash",5821,"https://doi.org/10.32942/x23k6p","additions and corrections to the taxonomy of “cistanthe arenaria” (montiaceae)","mark alan hershkovitz","chile",NA,"comment","plants",NA,NA,NA,"no",NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"239","jordann","crawford-ash",5827,"https://doi.org/10.32942/x2zs3c","relative abundance distributions reveal constraints on tetrapod community diversity","bethany allen","united kingdom",2012,"research article","vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"no","no","no","not applicable"
"240","jordann","crawford-ash",5828,"https://doi.org/10.32942/x2v31s","family-living and cooperative breeding in birds are associated with the number of avian predators","louis bliard","switzerland",2020,"research article","vertebrates","https://github.com/lbiard/predation_sociality_birds","https://github.com/lbiard/predation_sociality_birds",0,"no",NA,NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"yes","yes","no","not applicable"
"241","jordann","crawford-ash",5831,"https://doi.org/10.32942/x2q88x","origin and evolution of translation: a unifying perspective across time","betul kacar","united states of america",2017,"research article","vertebrates, cells",NA,NA,1,"no",NA,NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"not applicable","not applicable","no","not applicable"
"242","jordann","crawford-ash",5836,"https://doi.org/10.32942/x2kk61","on the trade-off between accuracy and spatial resolution when estimating species occupancy from biased samples","rob james boyd","united kingdom",2018,"research article","plants, invertebrates, vertebrates","none","https://github.com/robboyd/biasvsresolution",0,"no",NA,NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,1,1,"no","yes","no","not applicable"
"243","jordann","crawford-ash",5848,"https://doi.org/10.32942/x2fs43","gardens as drivers of native plant dispersal and conservation","ingmar rené staude","germany",2018,"reviews and meta-analyses","plants","https://github.com/istaude/cultivation-rltrends/blob/main/data/rothmaler_complete_corrected.csv","at: https://github.com/istaude/cultivation-rltrends",0,"no",NA,NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"yes","yes","no","not applicable"
