assigned_to,nr,extractors_first_name,extractors_last_name,preprint_id,preprint_doi,preprint_title,submitting_author,submitting_author_country,submitting_author_first_publication_year,taxa_being_studied,data_link_preprint,code_link_preprint,number_of_citations_preprint,pci_recommendation_preprint,publication_doi,publication_journal,publication_date,publication_title_changed,number_of_citations_article,current_version,data_link_article,code_link_article,publisher_doi,preprint_published_date,total_authors,time_between_preprint_and_pub_days,postprint,plants,algi,fungi,microorganisms,invertebrates,vertebrates,type_of_preprint,data_link_preprint_cleaned,code_link_preprint_cleaned,data_link_article_cleaned,code_link_article_cleaned,check_completed,check_comment
melina de souza leite,198,quentin,corbel,4028,https://doi.org/10.32942/osf.io/g6c3j,plant herbivore protection by arbuscular mycorrhizas: a role for fungal diversity?,adam frew,australia,2013,"plants, fungi",NA,NA,0,no,https://doi.org/10.1111/nph.17781,new phytologist,7/10/2021,no,38,1,NA,NA,https://doi.org/10.1111/nph.17781,3/7/2021,7,96,preprint,1,0,1,0,0,0,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
melina de souza leite,199,quentin,corbel,4029,https://doi.org/10.32942/osf.io/97fpb,"re-examining extreme sleep duration in bats: implications for sleep phylogeny, ecology and function",christian david harding,united kingdom,2023,vertebrates,NA,NA,0,no,https://doi.org/10.1093/sleep/zsac064,sleep,13/3/2022,no,6,3,NA,NA,https://doi.org/10.1093/sleep/zsac064,3/7/2021,5,253,preprint,0,0,0,0,0,1,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
melina de souza leite,200,quentin,corbel,4025,https://doi.org/10.32942/osf.io/kp2gd,impact of developmental temperatures on the repeatability of thermal plasticity in metabolic rate,fonti kar,australia,2015,vertebrates,https://bit.ly/38iztsp,https://bit.ly/38iztsp,0,no,https://doi.org/10.1007/s10682-022-10160-1,evolutionary ecology,1/3/2022,no,6,4,https://bit.ly/38iztsp,https://bit.ly/38iztsp,https://doi.org/10.1007/s10682-022-10160-1,5/7/2021,3,239,preprint,0,0,0,0,0,1,research article,yes,yes,yes,yes,yes,
melina de souza leite,201,quentin,corbel,4026,https://doi.org/10.32942/osf.io/23wq7,autocorrelation-informed home range estimation:  a review and practical guide,inês silva,germany,2012,"it's a review of tracking methods and home range estimates, does not really apply to any taxa in particular",NA,https://github.com/ecoisilva/akde_minireview,0,no,https://doi.org/10.1111/2041-210x.13786,methods in ecology and evolution,10/12/2021,no,54,2,NA,https://github.com/ecoisilva/akde_minireview,https://doi.org/10.1111/2041-210X.13786,5/7/2021,7,158,preprint,0,0,0,0,0,0,reviews and meta-analyses,not applicable,yes,not applicable,yes,yes,
melina de souza leite,202,quentin,corbel,4027,https://doi.org/10.32942/osf.io/68as7,flotsam and jetsam: a global review of the role of inputs of marine organic matter in sandy beach ecosystems,glenn a. hyndes,australia,1992,review of the role of wracks for diversity and community assemblage,none,none,4,no,https://doi.org/10.1111/brv.12886,biological reviews,11/8/2022,yes,32,1,none,none,NA,5/7/2021,10,402,preprint,0,0,0,0,0,0,reviews and meta-analyses,no,no,no,no,yes,
shinichi nakagawa,203,quentin,corbel,4022,https://doi.org/10.32942/osf.io/tvk5b,explaining preemptive acclimation by linking information to plant phenotype,pedro josé aphalo,finland,1986,plants,none,none,0,no,https://doi.org/10.1093/jxb/erab537,journal of experimental botany,16/12/2021,yes,12,3,none,none,https://doi.org/10.1093/jxb/erab537,7/7/2021,2,162,preprint,1,0,0,0,0,0,reviews and meta-analyses,no,no,no,no,yes,preemptive changed to pre-emptive
shinichi nakagawa,204,quentin,corbel,4023,https://doi.org/10.32942/osf.io/uyqd3,dataset of seized wildlife and their intended uses,oliver c. stringham,australia,2015,"dataset of seized wildlife, there is a whole range of taxa here",https://figshare.com/articles/dataset/dataset_of_seized_wildlife_and_their_intended_uses/14914773,NA,0,no,https://doi.org/10.1016/j.dib.2021.107531,data in brief,30/10/2021,no,3,3,https://figshare.com/articles/dataset/dataset_of_seized_wildlife_and_their_intended_uses/14914773,NA,https://doi.org/10.1016/j.dib.2021.107531,7/7/2021,10,115,preprint,0,0,0,0,0,0,other,yes,yes,yes,yes,yes,https://figshare.com/articles/dataset/Dataset_of_seized_wildlife_and_their_intended_uses/14914773
shinichi nakagawa,205,quentin,corbel,4024,https://doi.org/10.32942/osf.io/mn52e,existing indicators do not adequately monitor progress towards meeting invasive alien species targets,joana raquel silva vicente,portugal,2006,review on invasive alien species with no particular foxus on any taxa,none,none,3,no,https://doi.org/10.1111/conl.12918,conservation letters,30/8/2022,no,3,2,https://conbio.onlinelibrary.wiley.com/doi/10.1111/conl.12918,none,https://doi.org/10.1111/conl.12918,7/7/2021,7,419,preprint,0,0,0,0,0,0,reviews and meta-analyses,no,no,yes,no,yes,
shinichi nakagawa,206,quentin,corbel,4021,https://doi.org/10.32942/osf.io/umvae,strategies for managing marine disease,caroline kate glidden,united states of america,2018,"invertebrates, vertebrates, overall marine wildlife susceptible to diseases (includes vertebrates, invertebrates, but also algae)",NA,NA,1,no,https://doi.org/10.1002/eap.2643,ecological applications,26/4/2022,no,5,2,NA,NA,https://doi.org/10.1002/eap.2643,10/7/2021,10,290,preprint,0,0,0,0,1,1,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
shinichi nakagawa,207,quentin,corbel,4020,https://doi.org/10.32942/osf.io/fmw37,what do we mean by multicellularity? the evolutionary transitions framework provides answers,katrin hammerschmidt,germany,2005,"it is an opinion paper on the evolution of multicellularity, so taxa being the focus",NA,NA,0,no,https://doi.org/10.3389/fevo.2021.730714,frontiers in ecology and evolution,19/11/2021,no,20,1,NA,NA,https://doi.org/10.3389/fevo.2021.730714,11/7/2021,2,131,preprint,0,0,0,0,0,0,opinion,not applicable,not applicable,not applicable,not applicable,yes,
shinichi nakagawa,208,quentin,corbel,4019,https://doi.org/10.32942/osf.io/m4st9,the ecology of wealth inequality in animal societies,eli strauss,germany,2010,"invertebrates, vertebrates",NA,NA,0,no,https://doi.org/10.1098/rspb.2022.0500,proceedings of the royal society b: biological sciences,4/5/2022,yes,12,2,NA,NA,https://doi.org/10.1098/rspb.2022.0500,14/7/2021,2,294,preprint,0,0,0,0,1,1,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
shinichi nakagawa,209,quentin,corbel,4018,https://doi.org/10.32942/osf.io/4hgkb,quantifying the dynamics of nearly 100 years of dominance hierarchy research,elizabeth a. hobson,united states of america,2008,"no specific taxa being the focus, it's about past litterature on hierarchy, so i assume only animals?",none,none,0,no,https://doi.org/10.1098/rstb.2020.0433,philosophical transactions of the royal society b: biological sciences,10/12/2022,no,12,2,https://doi.org/10.5281/zenodo.5736801,https://doi.org/10.5281/zenodo.5736801,https://doi.org/10.1098/rstb.2020.0433,19/7/2021,1,509,preprint,0,0,0,0,0,0,research article,no,no,yes,yes,yes,
shinichi nakagawa,210,quentin,corbel,4017,https://doi.org/10.32942/osf.io/p3zft,roadkill in a time of pandemic: the analysis of wildlife-vehicle collisions reveals the differential impact of covid-19 lockdown over mammal assemblages,jacopo cerri,slovenia,2015,vertebrates,https://osf.io/ak3vt/,https://osf.io/ak3vt/,6,no,https://doi.org/10.1111/1365-2664.14140,journal of applied ecology,11/2/2022,yes,25,2,https://osf.io/ak3vt/,https://osf.io/ak3vt/,https://doi.org/10.1111/1365-2664.14140,20/7/2021,3,206,preprint,0,0,0,0,0,1,research article,yes,yes,yes,yes,yes,
shinichi nakagawa,211,quentin,corbel,4016,https://doi.org/10.32942/osf.io/t7h69,cryogenian glacial habitats as a plant terrestrialisation cradle – the origin of the anydrophytes and zygnematophyceae split,jakub dan zarsky,czechia,2012,plants,NA,NA,0,no,https://doi.org/10.3389/fpls.2021.735020,frontiers in plant science,27/2/2022,yes,15,2,NA,NA,https://doi.org/10.3389/fpls.2021.735020,21/7/2021,4,221,preprint,1,0,0,0,0,0,opinion,not applicable,not applicable,not applicable,not applicable,yes,
shinichi nakagawa,212,quentin,corbel,4014,https://doi.org/10.32942/osf.io/g7scw,richard lewontin (1929-2021): evolutionary biology’s great disrupter,stuart a. newman,united states of america,1970,obituary,NA,NA,0,no,https://doi.org/10.1080/10455752.2021.1959858,capitalism nature socialism,6/8/2021,no,3,1,NA,NA,https://doi.org/10.1080/10455752.2021.1959858,24/7/2021,1,13,preprint,0,0,0,0,0,0,other,not applicable,not applicable,not applicable,not applicable,yes,
shinichi nakagawa,213,quentin,corbel,4015,https://doi.org/10.32942/osf.io/wj8p7,day and night camera trap video is effective for identifying wild asian elephants,joshua m plotnik,united states of america,2003,vertebrates,https://osf.io/mre6b/?view_only=34f81265154847c5ba8c7358414fa757,none,2,no,https://doi.org/10.7717/peerj.15130,peerj,28/3/2023,yes,2,1,https://peerj.com/articles/15130/#supplemental-information,none,NA,24/7/2021,4,612,preprint,0,0,0,0,0,1,research article,yes,no,yes,no,yes,
shinichi nakagawa,214,quentin,corbel,4013,https://doi.org/10.32942/osf.io/db4s7,representation of global change drivers across biodiversity datasets,gergana n. daskalova,united kingdom,2019,diversity index study,(github.com/gndaskalova/globalchangespace,(https://github.com/gndaskalova/globalchangespace,4,no,NA,NA,NA,NA,NA,1,NA,NA,NA,27/7/2021,4,NA,preprint,0,0,0,0,0,0,research article,yes,yes,not applicable,not applicable,yes,
shinichi nakagawa,215,ricardo,correia,4546,https://doi.org/10.32942/osf.io/ajyqg,questionable research practices in ecology and evolution,hannah fraser,australia,2015,none,none,none,0,no,https://doi.org/10.1371/journal.pone.0200303,plos one,16/7/2018,no,240,1,https://osf.io/qxt3u/,https://osf.io/qxt3u/,https://doi.org/10.1371/journal.pone.0200303,21/3/2018,5,117,preprint,0,0,0,0,0,0,research article,no,no,yes,yes,yes,
shinichi nakagawa,216,ricardo,correia,4543,https://doi.org/10.32942/osf.io/ga2qz,research weaving: visualizing the future of research synthesis,shinichi nakagawa,australia,2001,none,NA,NA,5,no,https://doi.org/10.1016/j.tree.2018.11.007,trends in ecology and evolution,20/12/2018,no,147,2,NA,NA,https://doi.org/10.1016/j.tree.2018.11.007,10/11/2018,7,40,preprint,0,0,0,0,0,0,opinion,not applicable,not applicable,not applicable,not applicable,yes,
shinichi nakagawa,217,ricardo,correia,4538,https://doi.org/10.32942/osf.io/uz95t,male territorial aggression does not drive conformity to local vocal culture in a passerine bird,timothy h parker,united states of america,1999,vertebrates,none,none,1,no,https://doi.org/10.1111/eth.12648,ethology,26/7/2017,no,5,1,https://doi.org/10.17605/osf.io/nk6gx,none,https://doi.org/10.1111/eth.12648,9/12/2018,4,-501,postprint,0,0,0,0,0,1,research article,no,no,yes,no,yes,
shinichi nakagawa,218,ricardo,correia,4510,https://doi.org/10.32942/osf.io/ze9nv,size-selective harvesting and individual personality in a social fish,valerio sbragaglia,germany,2011,vertebrates,none,none,0,no,https://doi.org/10.1002/tafs.10160,transactions of the american fisheries society,14/3/2019,yes,20,1,none,none,https://doi.org/10.1002/tafs.10160,4/2/2019,9,38,preprint,0,0,0,0,0,1,research article,no,no,no,no,yes,
shinichi nakagawa,219,ricardo,correia,4511,https://doi.org/10.32942/osf.io/9z63v,"seeing rare birds where there are none: self-rated expertise predicts correct species identification, but also more false rarities",julia schroeder,united kingdom,2006,vertebrates,https://osf.io/rv2g9/,https://osf.io/rv2g9/,1,no,NA,NA,NA,NA,NA,2,NA,NA,NA,4/2/2019,5,NA,preprint,0,0,0,0,0,1,research article,yes,yes,not applicable,not applicable,yes,
shinichi nakagawa,220,ricardo,correia,4395,https://doi.org/10.32942/osf.io/tgu65,re-evaluating “conservation implications of native american impacts”,chelsey geralda armstrong,canada,2015,none,NA,NA,1,no,NA,NA,NA,NA,NA,2,NA,NA,NA,11/2/2020,5,NA,preprint,0,0,0,0,0,0,comment,not applicable,not applicable,not applicable,not applicable,yes,
shinichi nakagawa,221,ricardo,correia,4396,https://doi.org/10.32942/osf.io/s59rh,the evolutionary ecology of age at natural menopause: implications for public health,abigail fraser,united kingdom,2020,vertebrates,none,none,0,no,https://doi.org/10.1017/ehs.2020.59,evolutionary human sciences,13/11/2020,no,6,4,supplementary material,none,https://doi.org/10.1017/ehs.2020.59,11/2/2020,4,276,preprint,0,0,0,0,0,1,reviews and meta-analyses,no,no,no,no,yes,google scholar cannot be trusted - something is mixed up
shinichi nakagawa,222,ricardo,correia,4394,https://doi.org/10.32942/osf.io/wknjq,"stableclim, continuous projections of climate stability from 21000 bp to 2100 ce at multiple spatial scales",stuart c brown,australia,2012,none,https://esgf-node.llnl.gov/projects/esgf-llnl/,https://github.com/globalecologylab/esgf_climatedownloads,0,no,https://doi.org/10.1038/s41597-020-00663-3,scientific data,12/10/2020,yes,14,4,https://esgf-node.llnl.gov/projects/esgf-llnl/,https://github.com/globalecologylab/esgf_climatedownloads,https://doi.org/10.1038/s41597-020-00663-3,22/2/2020,4,233,preprint,0,0,0,0,0,0,other,yes,yes,yes,yes,yes,title has changed - code to generate data is provided so yes
antica culina,223,ricardo,correia,4391,https://doi.org/10.32942/osf.io/agw34,a synthesis of dryland restoration lessons relevant to the san joaquin valley,cj lortie,canada,1996,plants,NA,NA,0,no,https://islandpress.org/books/rewilding-agricultural-landscapes,rewilding agricultural landscapes: a california study in rebalancing the needs of people and nature,8/4/2021,no,0,2,NA,NA,NA,29/2/2020,3,404,preprint,1,0,0,0,0,0,book chapter,not applicable,not applicable,not applicable,not applicable,yes,
antica culina,224,ricardo,correia,4318,https://doi.org/10.32942/osf.io/tkqz2,function of a multimodal signal: a multiple-hypotheses test using an electromechanical robot,vinicius matheus caldart,united kingdom,2009,vertebrates,none,none,1,no,https://doi.org/10.1111/1365-2656.13620,journal of animal ecology,24/10/2021,yes,4,1,https://doi.org/10.5061/dryad.41ns1rnfd,none,NA,14/7/2020,3,467,preprint,0,0,0,0,0,1,research article,no,no,yes,no,yes,
antica culina,225,ricardo,correia,4181,https://doi.org/10.32942/osf.io/tueyb,the three ts of pathogen evolution during zoonotic emergence,elisa visher,united states of america,2016,microorganisms,https://doi.org/10.1098/rstb.2019.0296,none,2,no,https://doi.org/10.1098/rspb.2021.0900,proceedings of the royal society b: biological sciences,11/8/2021,yes,21,2,http://dx.doi.org/10.1098/rstb.2019.0296,https://doi.org/10.6084/m9.figshare.c.5534363,NA,20/1/2021,9,203,preprint,0,0,0,1,0,0,reviews and meta-analyses,yes,no,yes,yes,yes,"For both data in preprint and the published articles, data are available from another published paper. For code in the main article, code is reported in the supplement"
antica culina,226,ricardo,correia,4186,https://doi.org/10.32942/osf.io/mdua8,hardwood content impacts the parasitoid community associated with eastern spruce budworm (lepidoptera: tortricidae),christopher j. greyson-gaito,canada,2016,"plants, invertebrates",https://zenodo.org/records/5796227,https://zenodo.org/records/5796227,0,no,https://doi.org/10.1111/afe.12508,agricultural and forest entomology,10/5/2022,yes,1,3,https://doi.org/10.5281/zenodo.4432484,https://doi.org/10.5281/zenodo.4432484,https://doi.org/10.1111/afe.12508,12/1/2021,8,483,preprint,1,0,0,0,1,0,research article,yes,yes,yes,yes,yes,
antica culina,227,ricardo,correia,4184,https://doi.org/10.32942/osf.io/txekq,liberating host-virus knowledge from biological dark data,nathan upham,united states of america,2008,"microorganisms, vertebrates",https://doi.org/10.5281/zenodo.4068958,NA,0,no,https://doi.org/10.1016/s2542-5196(21)00196-0,the lancet planetary health,23/9/2021,no,12,2,https://doi.org/10.5281/zenodo.4068958,NA,https://doi.org/10.1016/S2542-5196(21)00196-0,15/1/2021,10,251,preprint,0,0,0,1,0,1,opinion,yes,not applicable,yes,not applicable,yes,
antica culina,228,ricardo,correia,4185,https://doi.org/10.32942/osf.io/j4mrk,assembly processes lead to divergent soil fungal communities within and among twelve forest ecosystems along a latitudinal gradient,yong zheng,china,2008,fungi,https://www.doi.org/10.6084/m9.figshare.13543046,none,0,no,https://doi.org/10.1111/nph.17457,new phytologist,13/5/2021,yes,21,2,https://www.doi.org/10.6084/m9.figshare.13543046,none,https://doi.org/10.1111/nph.17457,15/1/2021,10,118,preprint,0,0,1,0,0,0,research article,yes,no,yes,no,yes,note that title only changed as 'twelve' got written as '12'
antica culina,229,ricardo,correia,4182,https://doi.org/10.32942/osf.io/3jtek,humans as the world’s greatest eco-evolutionary force,zachary wood,united states of america,2015,vertebrates,none,none,0,no,https://doi.org/10.1093/biosci/biab010,bioscience,31/3/2021,yes,13,1,none,none,https://doi.org/10.1093/biosci/biab010,20/1/2021,4,70,preprint,0,0,0,0,0,1,research article,not applicable,no,not applicable,no,yes,
antica culina,230,ricardo,correia,4183,https://doi.org/10.32942/osf.io/yxwsz,raczka et al. interactions between microbial diversity and substrate chemistry determine the fate of carbon in soil.,juan piñeiro,united states of america,2013,microorganisms,none,none,0,no,https://doi.org/10.1038/s41598-021-97942-9,scientific reports,29/9/2021,yes,14,1,none,none,NA,20/1/2021,7,252,preprint,0,0,0,1,0,0,research article,no,no,no,no,yes,note that title change is only due to 'Razcka et al.' appearing at the beginning of the pre-print
antica culina,231,ricardo,correia,4180,https://doi.org/10.32942/osf.io/pf3kq,complex environments alter competitive dynamics in fungi,justin chan,australia,2019,fungi,none,none,1,no,NA,NA,NA,NA,NA,1,NA,NA,NA,21/1/2021,5,NA,preprint,0,0,1,0,0,0,research article,no,no,not applicable,not applicable,yes,
antica culina,232,ricardo,correia,4178,https://doi.org/10.32942/osf.io/ujky2,consistent replacement of small- by large-ranged plant species across habitats,ingmar staude,germany,2018,plants,https://figshare.com/s/b37f6167b13ad5da9e9c,https://figshare.com/s/b37f6167b13ad5da9e9c,1,no,https://doi.org/10.1111/ele.13937,ecology letters,5/12/2021,yes,32,1,https://doi.org/10.6084/m9.figshare.12514172.v1,https://doi.org/10.6084/m9.figshare.12514172.v1,NA,25/1/2021,10,314,preprint,1,0,0,0,0,0,research article,yes,yes,yes,yes,yes,
coralie williams,233,ricardo,correia,4179,https://doi.org/10.32942/osf.io/pzh82,multi-replicated enrichment communities as a model system in microbial ecology,alvaro sanchez,united states of america,2005,microorganisms,NA,NA,1,no,https://doi.org/10.3389/fmicb.2021.657467,frontiers in microbiology,9/4/2021,no,28,1,NA,NA,NA,25/1/2021,3,74,preprint,0,0,0,1,0,0,reviews and meta-analyses,no,no,no,no,yes,
coralie williams,234,ricardo,correia,4175,https://doi.org/10.32942/osf.io/nmqbs,set theory and types of groups in phylogenetics,yegor shɨshkin-skarð,iceland,2018,theoretical study,NA,NA,2,no,NA,NA,NA,NA,NA,11,NA,NA,NA,27/1/2021,1,NA,preprint,0,0,0,0,0,0,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,"note: the title of version 1 of the preprint is ""Holophyly and associated concepts if the unknown is unclassifiable"""
coralie williams,235,ricardo,correia,4176,https://doi.org/10.32942/osf.io/2wkxh,evolutionary pathways and trajectories in antibiotic resistance,fernando baquero,spain,1975,microorganisms,NA,NA,0,no,https://doi.org/10.1128/cmr.00050-19,clinical microbiology reviews,30/6/2021,no,73,1,NA,NA,https://doi.org/10.1128/CMR.00050-19,27/1/2021,8,154,preprint,0,0,0,1,0,0,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
coralie williams,236,ricardo,correia,4177,https://doi.org/10.32942/osf.io/xk57q,soil fungal diversity and community assembly: affected by island size or type?,yong zheng,china,2008,fungi,none,none,0,no,https://doi.org/10.1093/femsec/fiab062,fems microbiology ecology,23/4/2021,yes,10,2,none,none,https://doi.org/10.1093/femsec/fiab062,27/1/2021,10,86,preprint,0,0,1,0,0,0,research article,no,no,no,no,yes,"The title of version 1 of the preprint is ""Soil fungal β-diversity rather than α-diversity increases with increasing oceanic 2 island area"""
coralie williams,237,ricardo,correia,4174,https://doi.org/10.32942/osf.io/t42fd,reptile smuggling is predicted by trends in the legal exotic pet trade,oliver c. stringham,australia,2015,vertebrates,none,none,0,no,https://doi.org/10.1111/conl.12833,conservation letters,17/8/2021,yes,27,1,https://figshare.com/articles/dataset/live_reptile_smuggling_is_predicted_by_trends_in_the_legal_exotic_pet_trade/15001398,https://figshare.com/articles/dataset/live_reptile_smuggling_is_predicted_by_trends_in_the_legal_exotic_pet_trade/15001398,https://doi.org/10.1111/conl.12833,28/1/2021,6,201,preprint,0,0,0,0,0,1,research article,no,no,yes,yes,yes,link to data and code provided in published article: https://figshare.com/articles/dataset/Live_reptile_smuggling_is_predicted_by_trends_in_the_legal_exotic_pet_trade/15001398
ayumi mizuno,238,jordann,crawford-ash,5821,https://doi.org/10.32942/x23k6p,additions and corrections to the taxonomy of “cistanthe arenaria” (montiaceae),mark alan hershkovitz,chile,1989,plants,NA,NA,NA,no,NA,NA,NA,no,NA,3,NA,NA,NA,NA,NA,NA,preprint,1,0,0,0,0,0,comment,not applicable,not applicable,not applicable,not applicable,yes,
ayumi mizuno,239,jordann,crawford-ash,5827,https://doi.org/10.32942/x2zs3c,relative abundance distributions reveal constraints on tetrapod community diversity,bethany allen,united kingdom,2019,vertebrates,none,none,0,no,NA,NA,NA,NA,NA,1,null,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,research article,no,no,not applicable,not applicable,yes,
ayumi mizuno,240,jordann,crawford-ash,5828,https://doi.org/10.32942/x2v31s,family-living and cooperative breeding in birds are associated with the number of avian predators,louis bliard,switzerland,2020,vertebrates,https://github.com/lbiard/predation_sociality_birds,https://github.com/lbiard/predation_sociality_birds,0,no,NA,NA,NA,NA,NA,3,null,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,research article,yes,yes,not applicable,not applicable,yes,
ayumi mizuno,241,jordann,crawford-ash,5831,https://doi.org/10.32942/x2q88x,origin and evolution of translation: a unifying perspective across time,betul kacar,united states of america,2006,"vertebrates, cells",NA,NA,1,no,NA,NA,NA,NA,NA,1,null,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
ayumi mizuno,242,jordann,crawford-ash,5836,https://doi.org/10.32942/x2kk61,on the trade-off between accuracy and spatial resolution when estimating species occupancy from biased samples,rob james boyd,united kingdom,2018,"plants, invertebrates, vertebrates",none,https://github.com/robboyd/biasvsresolution,0,no,NA,NA,NA,NA,NA,1,null,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,research article,not applicable,yes,not applicable,not applicable,yes,
ayumi mizuno,243,jordann,crawford-ash,5848,https://doi.org/10.32942/x2fs43,gardens as drivers of native plant dispersal and conservation,ingmar rené staude,germany,2018,plants,https://github.com/istaude/cultivation-rltrends/blob/main/data/rothmaler_complete_corrected.csv,at: https://github.com/istaude/cultivation-rltrends,0,no,NA,NA,NA,NA,NA,1,null,NA,NA,NA,NA,NA,preprint,1,0,0,0,0,0,research article,yes,yes,not applicable,not applicable,yes,
ayumi mizuno,244,jordann,crawford-ash,5849,https://doi.org/10.32942/x2b30r,sea otter recovery buffers century-scale declines in california kelp forests,kyle schuyler van houtan,united states of america,2006,vertebrates,https://bit.ly/3pvukqi,https://bit.ly/3pvukqi,0,no,https://doi.org/10.1371/journal.pclm.0000290,plos climate,18/1/2024,no,0,3,null,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,research article,yes,yes,yes,yes,yes,
ayumi mizuno,245,jordann,crawford-ash,5837,https://doi.org/10.32942/x2689n,assessing the multidimensional complexity of biodiversity using a globally standardized approach,robert m mcelderry,switzerland,2007,"plants, invertebrates, vertebrates",NA,NA,0,no,NA,NA,NA,NA,NA,2,null,NA,NA,NA,NA,NA,preprint,1,0,1,0,1,1,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
ayumi mizuno,246,jordann,crawford-ash,5845,https://doi.org/10.32942/x22k50,"a perspective on how glyphosate and 2,4-d may impact climate change",christine m cornish,united states of america,2023,"plants, fungi, microorganisms, invertebrates",NA,NA,0,no,https://doi.org/10.3389/fenvs.2023.1282821,frontiers in environmental science,6/11/2023,no,0,2,null,NA,NA,NA,NA,NA,preprint,0,0,1,0,0,0,opinion,not applicable,not applicable,not applicable,not applicable,yes,
ayumi mizuno,247,jordann,crawford-ash,5854,https://doi.org/10.32942/x2xs4f,a standard protocol for harvesting biodiversity data from facebook,shawan chowdhury,germany,2014,"plants, invertebrates, vertebrates",none,none,2,no,NA,NA,NA,NA,NA,1,null,NA,NA,NA,NA,NA,preprint,0,0,0,0,1,1,methods papers,yes,no,not applicable,not applicable,yes,
ayumi mizuno,248,jordann,crawford-ash,5856,https://doi.org/10.32942/x2t303,"tick-tock, racing the clock: parasitism is associated with decreased sprint performance in the eastern fence lizard",kristoffer h wild,australia,2017,"invertebrates, vertebrates",https://github.com/kris-wild/ticks_wild_gienger_2023.git,https://github.com/kris-wild/ticks_wild_gienger_2023.git,0,no,NA,NA,NA,NA,NA,2,https://zenodo.org/records/8287127,NA,NA,NA,NA,NA,preprint,0,0,0,0,1,1,research article,yes,yes,not applicable,not applicable,yes,
ayumi mizuno,249,jordann,crawford-ash,5851,https://doi.org/10.32942/x2pc8n,"recent, rapid restructuring of north american bumble bee communities is associated with climate warming",jeremy hemberger,united states of america,2017,invertebrates,none,none,0,no,NA,NA,NA,NA,NA,4,null,NA,NA,NA,NA,NA,preprint,0,0,0,0,1,0,research article,no,no,not applicable,not applicable,yes,
ayumi mizuno,250,jordann,crawford-ash,5862,https://doi.org/10.32942/x2930f,"iucn red list of ecosystems, mangroves of the bay of bengal",donald j macintosh,thailand,1983,plants,none,none,0,no,NA,NA,NA,NA,NA,7,null,NA,NA,NA,NA,NA,preprint,1,0,0,0,0,0,report,no,no,not applicable,not applicable,yes,
ayumi mizuno,251,jordann,crawford-ash,5865,https://doi.org/10.32942/x2dw3f,"iucn red list of ecosystems, mangroves of the south china sea",donald j macintosh,thailand,1983,plants,none,none,0,no,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,preprint,1,0,0,0,0,0,report,no,no,not applicable,not applicable,yes,
ayumi mizuno,252,jordann,crawford-ash,5866,https://doi.org/10.32942/x2jk5b,"iucn red list of ecosystems, mangroves of the sunda shelf",donald j macintosh,thailand,1983,plants,none,none,1,no,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,preprint,1,0,0,0,0,0,report,no,no,not applicable,not applicable,yes,
marija purgar,253,jordann,crawford-ash,5869,https://doi.org/10.32942/x25c80,harnessing open science practices to teach ecology and evolution using interactive tutorials,maxime fraser franco,canada,2022,"plants, algi, fungi, microorganisms, invertebrates, vertebrates","data used in the tutorial presented in this paper are available as follows: tree swallow life history: r basics & data exploration and tree swallow and sexual dimorphism and sexual selection tutorial - https://doi.org/10.6084/m9.figshare.14156801.v1; anticosti historical data tutorial - government of canada. record id: 9dda09b0-649f-4002-b207-7b204eb81cbb, https://open.canada.ca/data/en/dataset/9dda09b0-649f-4002-b207-7b204eb81cbb; alberta trees tutorial - borealis. https://doi.org/10.5683/sp3/pzcave; chronic wasting disease tutorial - government of alberta: https://www.alberta.ca/chronic-wasting-disease-history-in- alberta.aspx#jumplinks-0; understanding biodiversity with stream invertebrates - government of canada. record id: f2ac0ae9-dd2f-4a70-b059-f8a49d9f5982, https://open.canada.ca/data/en/dataset/f2ac0ae9-dd2f-4a70-b059-f8a49d9f5982",none,0,no,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,methods papers,yes,no,not applicable,not applicable,yes,
marija purgar,254,jordann,crawford-ash,5867,https://doi.org/10.32942/x21k5p,"iucn red list of ecosystems, mangroves of the western coral triangle",donald j macintosh,thailand,1983,plants,none,none,0,no,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,preprint,1,0,0,0,0,0,report,no,no,not applicable,not applicable,yes,
