"","timestamp","extractors_first_name","extractors_last_name","preprint_doi","submitting_corresponding_author_first_and_second_name","submitting_corresponding_author_last_name","submitting_author_country","submitting_author_first_publication_year","taxa_being_studied","comments_on_preprint","type_of_preprint","data_link_preprint","code_link_preprint","number_of_citations_preprint","pci_recommendation_preprint","publication_doi","publication_journal","publication_date","publication_title_changed","number_of_citations_article","data_link_article","code_link_article","preprint_comments","publication_comments","preprint_id","preprint_title","publisher_doi","submitting_author","extractor_full_name","completed_yes_no_extractor","comment_by_extractor","checker_full_name","completed_yes_no_checker","comment_by_checker"
"18",2023-10-17 22:12:44,"Marija","Purgar","https://doi.org/10.32942/osf.io/rvb68","Marko","Bračić","Germany",2020,"Vertebrates","No","Research Article (new empirical work)","none","none",999,"No","https://doi.org/10.1093/beheco/arac040","Behavioral Ecology",2022-06-03,"No",8,"https://datadryad.org/stash/dataset/doi:10.5061/dryad.2bvq83bsd","none",NA,NA,4130,"Once an Optimist, Always an Optimist? Studying Cognitive Judgment Bias in Mice","https://doi.org/10.1093/beheco/arac040","Marko Bračić","Marija Purgar","Yes",NA,NA,NA,NA
"19",2023-10-17 22:12:57,"Magdalena","Mair","https://doi.org/10.32942/osf.io/u4mxd","Timothy H","Parker","United States of America (the)",1999,"none; transparency in peer review","No","Opinion","NA","NA",0,"No","https://doi.org/10.1038/s41559-018-0545-z","Nature Ecology & Evolution",2018-05-22,"No",40,"NA","NA",NA,NA,4545,"Empowering peer reviewers to improve transparency","https://doi.org/10.1038/s41559-018-0545-z","Timothy H Parker","Magdalena Mair","Yes",NA,NA,NA,NA
"20",2023-10-17 22:13:03,"Susan","Everingham","https://doi.org/10.32942/X2SP45","Erhard","Glötzl","Austria",1978,"Plants, Algi, Fungi, Microorganisms, Invertebrates, Vertebrates, General Evolutionary Theories","No","Book","NA","NA",0,"No","NA","NA",NA,NA,NA,"NA","NA","Although the author did not have a google scholar profile I found their personal website and pulled the date of their first publication from there.",NA,5352,"Beyond Darwin: General Theory of Evolution of Everything -  From the origin of life to the market economy",NA,"Erhard Glötzl","Susan Everingham","Yes",NA,NA,NA,NA
"21",2023-10-17 22:13:10,"Bruno E.","Soares","https://doi.org/10.32942/osf.io/jmy67","Jelmer Menno","Samplonius","United Kingdom of Great Britain and Northern Ireland (the)",2013,"Invertebrates, Vertebrates, cross-taxa; phenology","No","Reviews and Meta-analyses","none","none",999,"No","https://doi.org/10.1038/s41559-020-01357-0","Nature Ecology & Evolution",2020-12-14,"No",60,"https://osf.io/edvws/","https://osf.io/edvws/",NA,NA,4359,"Strengthening the evidence base for temperature-mediated phenological asynchrony and its impacts","https://doi.org/10.1038/s41559-020-01357-0","Jelmer Menno Samplonius","Bruno E. Soares","Yes",NA,NA,NA,NA
"22",2023-10-17 22:13:16,"Samuel","Gascoigne","https://doi.org/10.32942/osf.io/rxmct","Michael","Singer","France",1971,"Invertebrates","No","Opinion","NA","NA",2,"No","NA",NA,NA,NA,NA,"NULL",NA,NA,NA,4315,"Misunderstanding mismatch",NA,"Michael Singer","Samuel J. L. Gascoigne","Yes",NA,NA,NA,NA
"23",2023-10-17 22:13:17,"Alexander","Elsy","https://doi.org/10.32942/X24K5M","Tara","Cox","United Kingdom of Great Britain and Northern Ireland (the)",999,"Vertebrates","No","Research Article (new empirical work)","none","none",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA,4805,"Exploratory personality is independent of telomere dynamics in a wild bird population",NA,"Tara Cox","Alexander Elsy","Yes",NA,NA,NA,NA
"24",2023-10-17 22:13:58,"Kevin","Bairos-Novak","https://doi.org/10.32942/osf.io/q7gy6","Joshua","Harrison","United States of America",2015,"Microorganisms","No","Methods paper","NA","NA",48,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA,4377,"The quest for absolute abundance: the use of internal standards for DNA-based microbial and community ecology",NA,"Joshua Harrison","Kevin Bairos-Novak","Yes",NA,NA,NA,NA
"25",2023-10-17 22:14:38,"Eli","Thoré","https://doi.org/10.32942/X2P88M","Miriam","Merenciano","Spain",2016,"Invertebrates","No","Methods paper","NA","NA",999,"No","https://doi.org/10.1016/j.xpro.2023.102501","STAR Protocols",2023-09-15,"No",0,"NA","NA",NA,NA,5046,"Two-step CRISPR-Cas9 protocol for transposable element deletion in D. melanogaster natural populations","https://doi.org/10.1016/j.xpro.2023.102501","Josefa Gonzalez","Eli Thoré","Yes",NA,NA,NA,NA
"26",2023-10-17 22:14:44,"Antica","Culina","https://doi.org/10.32942/osf.io/rc5se","Jimoh Saheed","Olaide","Nigeria",2014,"Plants, Vertebrates","No","Research Article (new empirical work)","none","none",999,"No","https://doi.org/10.1016/j.applanim.2017.03.007","Applied Animal Behaviour Science",2017-01-08,"No",6,"none","none",NA,NA,4533,"BEHAVIOUR OF WHITE FULANI CALVES GRAZING PANICUM/STYLO PASTURE IN SOUTHWEST NIGERIA","https://doi.org/10.1016/j.applanim.2017.03.007","Jimoh Saheed Olaide","Antica Culina","Yes",NA,NA,NA,NA
"27",2023-10-17 22:15:15,"Melina","de Souza Leite","https://doi.org/10.32942/osf.io/ypqea","Pedro","José Aphalo","Finland",1986,"Plants","No","Research Article (new empirical work)","https://osf.io/ptqa9/","https://osf.io/n8h62",2,"No","NA",NA,NA,NA,NA,"NULL",NA,NA,NA,3955,"Anticipatory responses to drought by plants: What are the environmental cues?",NA,"Pedro José Aphalo","Melina de Souza Leite","Yes",NA,NA,NA,NA
"28",2023-10-17 22:15:32,"Félicie","Dhellemmes","https://doi.org/10.32942/osf.io/ztreq","Raquel","Costa","Japan",2014,"Vertebrates","No","Research Article (new empirical work)","none","none",999,"No","https://doi.org/10.1111/csp2.12859","Conservation Science and Practice",2022-12-11,"No",2,"none","none",NA,NA,3814,"Mountain Gorillas benefit from social distancing too: Close proximity from tourists affects gorillas sociality","https://doi.org/10.1111/csp2.12859","Raquel Costa","Félicie Dhellemmes","Yes",NA,NA,NA,NA
"29",2023-10-17 22:15:42,"Iain","Moodie","https://doi.org/10.32942/osf.io/e2ahg","Stephen","De Lisle","Sweden",2011,"opinion paper with no focal organism","No","Opinion","NA","NA",999,"No","https://doi.org/10.1002/evl3.134","Evolution Letters",2019-10-01,"No",39,"NA","NA",NA,NA,4484,"Understanding the Evolution of Ecological Sex Differences: Integrating Character Displacement and the Darwin-Bateman Paradigm","https://doi.org/10.1002/evl3.134","Stephen De Lisle","Iain Moodie","Yes",NA,NA,NA,NA
"30",2023-10-17 22:16:02,"Louis","Bliard","https://doi.org/10.32942/X2VW23","Perran A","Ross","Denmark",2014,"Microorganisms","No","Comment","NA","NA",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA,5926,"Limits to modeling the (thermal) limits of Wolbachia",NA,"Perran A Ross","Louis Bliard","Yes",NA,NA,NA,NA
"31",2023-10-17 22:17:08,"April Robin","Martinig","https://doi.org/10.32942/osf.io/8cu4y","Daniël","van Denderen","Denmark",2010,"Vertebrates","No","Research Article (new empirical work)","none","none",999,"No","https://doi.org/10.1111/geb.13189","Global Ecology and Biogeography",2020-09-24,"Yes",30,"https://doi.org/10.5281/zenodo.1455234","https://doi.org/10.5281/zenodo.1455234",NA,NA,4480,"Little difference in average fish growth and maximum size across temperatures","https://doi.org/10.1111/geb.13189","Daniël van Denderen","April Robin Martinig","Yes",NA,NA,NA,NA
"32",2023-10-17 22:17:11,"Jordann","Crawford-Ash","https://doi.org/10.32942/X2ZS3C","Neil","Brocklehurst","United Kingdom of Great Britain and Northern Ireland (the)",2012,"Vertebrates","No","Research Article (new empirical work)","none","none",0,"No","NA",NA,NA,NA,NA,"NULL",NA,NA,NA,5827,"Relative abundance distributions reveal constraints on tetrapod community diversity",NA,"Bethany Allen","Jordann Crawford-Ash","Yes",NA,NA,NA,NA
"33",2023-10-17 22:17:15,"Natalie","van Dis","https://doi.org/10.32942/X2989K","Jordan","Romeyer Dherbey","Germany",2017,"Microorganisms","No","Opinion","NA","NA",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA,5734,"The potential of phage model systems as therapeutic agents",NA,"Jordan Romeyer Dherbey","Natalie E. van Dis","Yes",NA,NA,NA,NA
"34",2023-10-17 22:17:17,"Zoe","Xirocostas","https://doi.org/10.32942/osf.io/sr8kf","Timothy H","Parker","United States of America (the)",2002,"Vertebrates","No","Reviews and Meta-analyses","doi:10.17605/OSF.IO/W2MVP","doi:10.17605/OSF.IO/W2MVP",999,"No","https://doi.org/10.1016/j.anbehav.2018.05.023","Animal Behaviour",2018-08-01,"No",17,"https://doi.org/10.17605/OSF.IO/W2MVP","https://doi.org/10.17605/OSF.IO/W2MVP",NA,NA,4542,"Subspecies status and methods explain strength of response to local versus foreign song by oscine birds in meta-analysis","https://doi.org/10.1016/j.anbehav.2018.05.023","Timothy H Parker","Zoe Xirocostas","Yes",NA,NA,NA,NA
"35",2023-10-17 22:18:19,"Wilco","Verberk","https://doi.org/10.32942/X25599","Patrice","Pottier","Australia",2018,"this is a review about comparative studies and meta-analyses and as such does not cover specific groups of organisms","No","Reviews and Meta-analyses","NA","NA",0,"No","NA","NA",NA,NA,NA,"NULL",NA,NA,NA,5982,"New horizons for comparative studies and meta-analyses",NA,"Patrice Pottier","Wilco Verberk","Yes",NA,NA,NA,NA
"36",2023-10-17 22:18:28,"Matthew","Grainger","https://doi.org/10.32942/osf.io/tvmyg","Gabriel","Dansereau","Canada",2019,"Vertebrates","No","Research Article (new empirical work)","none","https://github.com/gabrieldansereau/betadiversity-hotspots",0,"No","https://doi.org/10.1111/oik.09063","Oikos",2020-08-03,"No",7,"https://doi.org/10.5281/zenodo.6024392","https://doi.org/10.5281/zenodo.6024392",NA,"The data link is preprocessed data with code to run analysis - links to the original data are also provided",4071,"Evaluating ecological uniqueness over broad spatial extents using species distribution modelling","https://doi.org/10.1111/oik.09063","Gabriel Dansereau","Matthew Grainger","Yes",NA,NA,NA,NA
"37",2023-10-17 22:19:24,"Ricardo","Correia","https://doi.org/10.32942/osf.io/ga2qz","Shinichi","Nakagawa","Australia",2001,"none","No","Opinion","NA","NA",5,"No","https://doi.org/10.1016/j.tree.2018.11.007","Trends in Ecology and Evolution",2018-12-20,"No",147,"NA","NA",NA,NA,4543,"Research Weaving: Visualizing the Future of Research Synthesis","https://doi.org/10.1016/j.tree.2018.11.007","Shinichi Nakagawa","Ricardo Correia","Yes",NA,NA,NA,NA
"38",2023-10-17 22:19:48,"Nicholas","Wu","https://doi.org/10.32942/osf.io/teuhb","Irene","Adrian-Kalchhauser","Switzerland",2007,"Vertebrates","No","Research Article (new empirical work)","none","none",999,"No","https://doi.org/10.3390/genes10010004","Genes",2018-12-21,"Yes",NA,"NA","NA",NA,NA,4536,"DNA methylation patterns in the round goby hypothalamus support an on-the-spot decision scenario for territorial behaviour","https://doi.org/10.3390/genes10010004","Irene Adrian-Kalchhauser","Nicholas Wu","Yes",NA,NA,NA,NA
"39",2023-10-17 22:20:20,"Kristoffer","Wild","https://doi.org/10.32942/osf.io/qx8ny","Nico","Alioravainen","Finland",2013,"Vertebrates","No","Research Article (new empirical work)","https://osf.io/bna59/","https://osf.io/bna59/",2,"No","http://dx.doi.org/10.1139/cjfas-2019-0436","Canadian Journal of Fisheries and Aquatic Sciences",2020-08-03,"Yes",9999,"https://doi.org/10.17605/OSF.IO/BNA59","https://doi.org/10.17605/OSF.IO/BNA59",NA,"The only change in publication was a ""-"" in ""postrelease""",4412,"Post-release exploration and diel activity of hatchery, wild and crossbred strain brown trout in semi-natural streams",NA,"Nico Alioravainen","Kristoffer Wild","Yes",NA,NA,NA,NA
"40",2023-10-17 22:20:58,"Bruno E.","Soares","https://doi.org/10.32942/osf.io/egsmk","Joanna","Rutkowska","Poland",2002,"systematics review; paternal effects","No","Reviews and Meta-analyses","https://osf.io/ehy3n/","https://osf.io/ehy3n/",999,"No","https://doi.org/10.1186/s12915-020-00892-3","BMC Biology",2020-11-27,"No",23,"https://osf.io/ehy3n/","https://osf.io/ehy3n/",NA,NA,4357,"Mapping the past, present and future research landscape of paternal effects","https://doi.org/10.1186/s12915-020-00892-3","Joanna Rutkowska","Bruno E. Soares","Yes",NA,NA,NA,NA
"41",2023-10-17 22:21:30,"Jake","Martin","https://doi.org/10.32942/X2NC7Z","Redouan","Bshary","Switzerland",1994,"Vertebrates","No","Reviews and Meta-analyses","NA","NA",999,"No","https://doi.org/10.1098/rstb.2021.0501","Philosophical Transactions of the Royal Society B",2023-04-20,"Yes",1,"NA","NA",NA,NA,4955,"Marine cleaning mutualisms provide new insights in biological market dynamics","https://doi.org/10.1098/rstb.2021.0501","Redouan Bshary","Jake Martin","Yes",NA,NA,NA,NA
"42",2023-10-17 22:21:34,"Susan","Everingham","https://doi.org/10.32942/osf.io/npd6u","Valentin","Lauret","France",2017,"Vertebrates","No","Research Article (new empirical work)","https://github.com/valentinlauret/fisheries-tursiops-multispeciesoccupancy","https://github.com/valentinlauret/fisheries-tursiops-multispeciesoccupancy",0,"Yes","https://doi.org/10.1111/oik.10270","Oikos",2023-08-17,"No",0,"https://zenodo.org/record/7871492","https://zenodo.org/record/7871492",NA,NA,3646,"Using integrated multispecies occupancy models to map co-occurrence between bottlenose dolphins and fisheries in the Gulf of Lion, French Mediterranean Sea","https://doi.org/10.1111/oik.10270","Valentin Lauret","Susan Everingham","Yes",NA,NA,NA,NA
"43",2023-10-17 22:21:48,"Kevin","Bairos-Novak","https://doi.org/10.32942/osf.io/mr6pn","Joseph Daniel","Chipperfield","Norway",0,"Microorganisms","No","Comment","none","https://osf.io/mu2zg/",999,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA,4376,"On the inadequacy of species distribution models for modelling the spread of SARS-CoV-2: response to Araújo and Naimi",NA,"Joseph Daniel Chipperfield","Kevin Bairos-Novak","Yes",NA,NA,NA,NA
"44",2023-10-17 22:21:52,"Iain","Moodie","https://doi.org/10.32942/osf.io/e3xnr","Luke","Harmon","United States of America (the)",1999,"Book with no focal organism","No","Book","NA","NA",155,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA,4486,"Phylogenetic Comparative Methods: Learning From Trees",NA,"Luke Harmon","Iain Moodie","Yes",NA,NA,NA,NA
"45",2023-10-17 22:22:32,"Eli","Thoré","https://doi.org/10.32942/X2JG6P","Saar","Egozi","Israel",0,"Computational approach","No","Research Article (new empirical work)","none","none",999,"No","NA","NA",NA,NA,NA,"NULL",NA,NA,NA,5052,"Prestige bias in cultural evolutionary dynamics",NA,"Yoav Ram","Eli Thoré","Yes",NA,NA,NA,NA
"46",2023-10-17 22:23:21,"Jordann","Crawford-Ash","https://doi.org/10.32942/X2V31S","Louis","Bliard","Switzerland",2020,"Vertebrates","No","Research Article (new empirical work)","https://github.com/lbiard/predation_sociality_birds","https://github.com/lbiard/predation_sociality_birds",0,"No",NA,NA,NA,NA,NA,"NULL",NA,NA,NA,5828,"Family-living and cooperative breeding in birds are associated with the number of avian predators",NA,"Louis Bliard","Jordann Crawford-Ash","Yes",NA,NA,NA,NA
"47",2023-10-17 22:24:14,"Natalie","van Dis","https://doi.org/10.32942/X2S89X","Yuichi","Nishida","Japan",0,"Plants, Vertebrates","No","Opinion","NA","NA",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA,5741,"Hypotheses on the evolutional process and meaningful function of organisms: mitochondria, plants, mammals",NA,"Y Nishida","Natalie E. van Dis","Yes",NA,NA,NA,NA
"48",2023-10-17 22:24:36,"James","Orr","https://doi.org/10.32942/X2SW2G","Nicholas","Medina","United States of America (the)",2019,"Theoretical paper","No","Reviews and Meta-analyses","NA","NA",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA,5081,"Developing systems theory in soil agroecology: Incorporating heterogeneity and dynamic instability",NA,"Nicholas Medina","James Orr","Yes",NA,NA,NA,NA
"49",2023-10-17 22:24:59,"Wilco","Verberk","https://doi.org/10.32942/X2P59Z","Sagar","Adhurya","Korea (the Republic of)",2015,"Invertebrates","No","Research Article (new empirical work)","t  https://doi.org/10.6084/m9.figshare.22010822.v2","none",0,"No","NA","NA",NA,NA,NA,"NULL",NA,NA,NA,5964,"Functional trait dataset of benthic macroinvertebrates in South Korean streams",NA,"Sagar Adhurya","Wilco Verberk","Yes",NA,NA,NA,NA
"50",2023-10-17 22:25:07,"Antica","Culina","https://doi.org/10.32942/osf.io/jq9n6","Joel L","Pick","Australia",2015,"Vertebrates","No","Research Article (new empirical work)","https://doi.org/10.5281/zenodo.7439115","https://doi.org/10.5281/zenodo.7439115",999,"No","https://doi.org/10.7717/peerj.15059","PeerJ Zoological Science",2023-04-04,"No",6,"https://doi.org/10.5281/zenodo.7439115","https://doi.org/10.5281/zenodo.7439115",NA,NA,4531,"Counter culture: Causes, extent and solutions of systematic bias in the analysis of behavioural counts","https://doi.org/10.7717/peerj.15059","Joel L Pick","Antica Culina","Yes",NA,NA,NA,NA
"51",2023-10-17 22:25:16,"Louis","Bliard","https://doi.org/10.32942/X2MC7N","Nikole","Freeman","United States of America (the)",2015,"Vertebrates","No","Research Article (new empirical work)","none","none",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA,5927,"Changing precipitation regime threatens population growth and persistence of a declining grassland songbird",NA,"Nikole Freeman","Louis Bliard","Yes",NA,NA,NA,NA
"52",2023-10-17 22:25:26,"Pablo","Recio","https://doi.org/10.32942/osf.io/hn9xs","Brian","Enquist","United States of America (the)",1993,"simulations","No","computer simulations","NA","NA",5,"No","https://doi.org/10.1038/s41467-020-14369-y","Nature Communications",2020-02-04,"Yes",122,"NA","https://github.com/andrewjabraham/Megabiota",NA,NA,4478,"On the importance of the megabiota to the functioning of the biosphere",NA,"Brian Joseph Enquist","Pablo Recio","Yes",NA,NA,NA,NA
